descripcion_proveedor,descripcion_match,similitud
equifem comprimidos rec  28,vanticon comprimidos  28,0.9394069
equifem comprimidos rec  28,mezine xr 75 miligramos comprimidos  28,0.8331121
equifem comprimidos rec  28,mezine xr 225 miligramos comprimidos  28,0.83275944
equilea 1000 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.8799344
equilea 1000 miligramos comprimidos  30,palite  100 miligramos comprimidos  30,0.8777367
equilea 1000 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.87716955
equilea 1000 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.8823769
equilea 1000 miligramos comprimidos  60,rabloc 10 miligramos comprimidos  60,0.8808224
equilea 1000 miligramos comprimidos  60,idesole ii 45 miligramos comprimidos  60,0.8675739
equilea 500 miligramos comprimidos  30,palite  100 miligramos comprimidos  30,0.8805936
equilea 500 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.88010985
equilea 500 miligramos comprimidos  30,impedil 500 miligramos comprimidos  20,0.8795281
equilea 500 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.883502
equilea 500 miligramos comprimidos  60,rabloc 10 miligramos comprimidos  60,0.88184756
equilea 500 miligramos comprimidos  60,impedil 500 miligramos comprimidos  20,0.879852
eritromicina elea gotas oft  5 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.91509086
eritromicina elea gotas oft  5 mililitros,palite  400 miligramos comprimidos  5,0.8544486
eritromicina elea gotas oft  5 mililitros,rabloc 5 miligramos comprimidos  30,0.8492455
eritromicina elea unguento oftalmico  35 gramos,pervino  antiseptico bucal extra mint  65 mililitros,0.76474184
eritromicina elea unguento oftalmico  35 gramos,pervino  antiseptico bucal extra mint  240 mililitros,0.7638984
eritromicina elea unguento oftalmico  35 gramos,pervino  antiseptico bucal extra mint  480 mililitros,0.76373976
esclerovitan antioxid cpsulas  30,akatinol comprimidos  30,0.9334822
esclerovitan antioxid cpsulas  30,plenovit melatonina comprimidos  30,0.9328347
esclerovitan antioxid cpsulas  30,flebitol comprimidos  30,0.9325602
esclerovitan antioxid cpsulas  60,plenovit multivitaminas adcomp  60,0.9383205
esclerovitan antioxid cpsulas  60,neumoterol pediatrico capsulas  60 aplic,0.9328506
esclerovitan antioxid cpsulas  60,neumoterol pediatrico capsulas  60 saplicador,0.9297529
esclerovitan e cpsulas  100,plenovit vitamina c adcompmast  100,0.9316994
esclerovitan e cpsulas  100,pervino  soltpica  100 mililitros,0.91820574
esclerovitan e cpsulas  100,cutidermin pvotalq  100 gramos,0.9138044
esclerovitan e cpsulas  50,cvpflebo capsulas  50,0.9330288
esclerovitan e cpsulas  50,inteligen ginseng fuerte comprimidos recubierto  50,0.924337
esclerovitan e cpsulas  50,causalon comprimidos  50,0.9170915
eslipel 100 miligramos 100 miligramos com  28,misile 500 miligramos inyvial  1  100 mililitros,0.83199775
eslipel 100 miligramos 100 miligramos com  28,dexa aminofilin 200 miligramos jarabe  100 mililitros,0.82987154
eslipel 100 miligramos 100 miligramos com  28,mezine xr 150 miligramos comprimidos  28,0.8178339
eslipel 25 miligramos 25 miligramos com  28,rudoxil 25 miligramos comprimidos  28,0.8787351
eslipel 25 miligramos 25 miligramos com  28,mezine xr 75 miligramos comprimidos  28,0.81850994
eslipel 25 miligramos 25 miligramos com  28,mezine xr 150 miligramos comprimidos  28,0.8182695
eslipel 50 miligramos 50 miligramos com  28,mezine xr 150 miligramos comprimidos  28,0.81719816
eslipel 50 miligramos 50 miligramos com  28,mezine xr 75 miligramos comprimidos  28,0.81563425
eslipel 50 miligramos 50 miligramos com  28,amenicil 300 miligramos grag  50,0.8123542
eslipel met 501000 miligramos comprimidos  30,nateglin 30 miligramos comprimidos  24,0.8703564
eslipel met 501000 miligramos comprimidos  30,nateglin 30 miligramos comprimidos  84,0.87026614
eslipel met 501000 miligramos comprimidos  30,nateglin 30 miligramos comprimidos  48,0.8701586
eslipel met 501000 miligramos comprimidos  60,nefazan 75 miligramos comprimidos  60,0.86872715
eslipel met 501000 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.86370146
eslipel met 501000 miligramos comprimidos  60,rabloc 10 miligramos comprimidos  60,0.86254156
eslipel met 50850 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.86946034
eslipel met 50850 miligramos comprimidos  60,rabloc 10 miligramos comprimidos  60,0.86779076
eslipel met 50850 miligramos comprimidos  60,nefazan 75 miligramos comprimidos  60,0.86558867
euthyro  100 microgramo comprimidos  50,neumote  nasal ped 50 microgramo spray  100 dosis,0.9373294
euthyro  100 microgramo comprimidos  50,doxtran 50 miligramos comprimidos recubierto  100,0.9373096
euthyro  100 microgramo comprimidos  50,idesole 100 comprimidos  15,0.8574164
euthyro  112 microgramo comprimidos  50,dexa aminofilin 300 miligramos comprimidos  50,0.8422893
euthyro  112 microgramo comprimidos  50,rinisona bronquial 50 microgramo aer  120 dosis,0.84180653
euthyro  112 microgramo comprimidos  50,doxtran 50 miligramos comprimidos recubierto  20,0.8350793
euthyro  125 microgramo comprimidos  50,rudoxil 125 miligramos comprimidos  28,0.8562797
euthyro  125 microgramo comprimidos  50,rinisona bronquial 125 microgramo aer  120 dosis,0.85624295
euthyro  125 microgramo comprimidos  50,rinisona bronquial 50 microgramo aer  120 dosis,0.853875
euthyro  137 microgramo comprimidos  50,dexa aminofilin 300 miligramos comprimidos  50,0.8477085
euthyro  137 microgramo comprimidos  50,rinisona bronquial 50 microgramo aer  120 dosis,0.84349614
euthyro  137 microgramo comprimidos  50,doxtran 50 miligramos comprimidos recubierto  20,0.8393373
euthyro  150 microgramo comprimidos  50,mezine xr 150 miligramos comprimidos  28,0.85415167
euthyro  150 microgramo comprimidos  50,rinisona bronquial 50 microgramo aer  120 dosis,0.85307306
euthyro  150 microgramo comprimidos  50,mezine xr 150 miligramos comprimidos  14,0.8529826
euthyro  175 microgramo comprimidos  50,rinisona bronquial 50 microgramo aer  120 dosis,0.8493121
euthyro  175 microgramo comprimidos  50,dexa aminofilin 300 miligramos comprimidos  50,0.84907216
euthyro  175 microgramo comprimidos  50,fenisona 50 microgramo spray nas  140 dosis,0.84141445
euthyro  200 microgramo comprimidos  50,neumote  nasal ped 50 microgramo spray  200 dosis,0.9404589
euthyro  200 microgramo comprimidos  50,teosona 200 miligramos dividosis comprimidos  50,0.9186031
euthyro  200 microgramo comprimidos  50,inastmol 200 miligramos comprimidos  20,0.8569752
euthyro  25 microgramo comprimidos  50,rudoxil 25 miligramos comprimidos  28,0.8606619
euthyro  25 microgramo comprimidos  50,rinisona bronquial 50 microgramo aer  120 dosis,0.8530732
euthyro  25 microgramo comprimidos  50,dexa aminofilin 300 miligramos comprimidos  50,0.850987
euthyro  50 microgramo comprimidos  50,rinisona bronquial 50 microgramo aer  120 dosis,0.8525815
euthyro  50 microgramo comprimidos  50,dexa aminofilin 300 miligramos comprimidos  50,0.8498177
euthyro  50 microgramo comprimidos  50,fenisona 50 microgramo spray nas  140 dosis,0.8443251
euthyro  75 microgramo comprimidos  50,mezine xr 75 miligramos comprimidos  28,0.8536301
euthyro  75 microgramo comprimidos  50,rinisona bronquial 50 microgramo aer  120 dosis,0.8526521
euthyro  75 microgramo comprimidos  50,mezine xr 75 miligramos comprimidos  14,0.85228354
euthyro  88 microgramo comprimidos  50,dexa aminofilin 300 miligramos comprimidos  50,0.8448326
euthyro  88 microgramo comprimidos  50,rinisona bronquial 50 microgramo aer  120 dosis,0.84442276
euthyro  88 microgramo comprimidos  50,doxtran 50 miligramos comprimidos recubierto  20,0.8362109
evacare crema evacare crema vaginal  35 gramos,pervino  antiseptico bucal fruit  240 mililitros,0.7150837
evacare crema evacare crema vaginal  35 gramos,pervino  antiseptico bucal fruit  480 mililitros,0.71464354
evacare crema evacare crema vaginal  35 gramos,pervino  antiseptico bucal fresh mint  480 mililitros,0.71423286
evacare gyno capsulas  1,proterenal inyeccion lioffa  1,0.9433171
evacare gyno capsulas  1,micranil inyectable  1,0.9158516
evacare gyno capsulas  1,omate  40 miligramos jeringa prellenada  1,0.8345657
evacare ovulos evacare ovulos  1,proterenal inyeccion lioffa  1,0.874106
evacare ovulos evacare ovulos  1,micranil inyectable  1,0.8433884
evacare ovulos evacare ovulos  1,omate  40 miligramos jeringa prellenada  1,0.78425604
evacopa d 40 t 1  1,omate  40 miligramos jeringa prellenada  1,0.8486457
evacopa d 40 t 1  1,omate  40 miligramos jeringa prellenada  2,0.77980113
evacopa d 40 t 1  1,mosar 1% pvopsusporal  60 mililitros,0.7766533
evacopa d 44 t 2  1,causalon 300 miligramos sup  2  1 gramos,0.8337783
evacopa d 44 t 2  1,omate  40 miligramos jeringa prellenada  1,0.79141617
evacopa d 44 t 2  1,proterenal inyeccion lioffa  1,0.79079247
evacopa d 48 t 3  1,gero h 3 aslan a  6,0.7870118
evacopa d 48 t 3  1,omate  40 miligramos jeringa prellenada  1,0.7861481
evacopa d 48 t 3  1,proterenal inyeccion lioffa  1,0.78485155
evagina jabon espuma  240 mililitros,pervino  antiseptico bucal fresh mint  240 mililitros,0.95121163
evagina jabon espuma  240 mililitros,pervino  antiseptico bucal extra mint  240 mililitros,0.9477383
evagina jabon espuma  240 mililitros,pervino  antiseptico bucal fruit  240 mililitros,0.9403769
evagina toallitas humedas  20,pulsar forte comprimidos  20,0.94041884
evagina toallitas humedas  20,doxtran flex comprimidos recubierto  20,0.93467224
evagina toallitas humedas  20,mefeni  rela  comprimidos  20,0.9334359
kit evagina kit regalo evagina,aguja espinal puncion lumbar 21 gramos  312 phoeni  um unidad,0.70649546
kit evagina kit regalo evagina,allopurinol phoeni  300 miligramos capsulas  20,0.70366406
kit evagina kit regalo evagina,allopurinol phoeni  300 miligramos capsulas  100,0.70291513
evagina gel pomo  50 mililitros,doxtran gel pomo  50 gramos,0.9323815
evagina gel pomo  50 mililitros,inteligen ginseng fuerte comprimidos recubierto  50,0.909083
evagina gel pomo  50 mililitros,doxtran ma  gel  50 gramos,0.8983289
evagina evagina rutina completa pack ahorro,teosona 300 miligramos dividosis comprimidos  20,0.7204061
evagina evagina rutina completa pack ahorro,teosona 300 miligramos dividosis comprimidos  50,0.7190834
evagina evagina rutina completa pack ahorro,teosona 200 miligramos dividosis comprimidos  20,0.7189822
evagina jabon liquido  200 mililitros,pervino  quirurgico envase  200 mililitros,0.9631955
evagina jabon liquido  200 mililitros,pervino  jabliq  200 mililitros,0.95529574
evagina jabon liquido  200 mililitros,pervino  soltpica  200 mililitros,0.9534085
evagina deo intimo,aguja epidural tuohy 18 gramos  phoeni  unidad de medida unidad,0.71137124
evagina deo intimo,teosona 300 miligramos dividosis comprimidos  20,0.70581156
evagina deo intimo,teosona 300 miligramos dividosis comprimidos  50,0.7055983
evagina intimo  30 mililitros,ventoplus nebu multidosis envase  30 mililitros,0.90902746
evagina intimo  30 mililitros,holomagnesio vital comprimidos recubierto  30,0.90414083
evagina intimo  30 mililitros,plenovit melatonina comprimidos  30,0.9001759
evagina evagina higiene 30 ff pack ahorro,plenovit vitamina e adcomp  30,0.9185665
evagina evagina higiene 30 ff pack ahorro,kalter forte comprimidos recubierto  30,0.909839
evagina evagina higiene 30 ff pack ahorro,plenovit vitamina c adcompmast  30,0.90964305
evagina tradepack evagina tradepack lnea,pervino  antiseptico bucal extra mint  480 mililitros,0.702719
evagina tradepack evagina tradepack lnea,pervino  antiseptico bucal fresh mint  240 mililitros,0.70263255
evagina tradepack evagina tradepack lnea,pervino  antiseptico bucal extra mint  240 mililitros,0.7024278
evaplan digital envase  7,mezine xr 375 miligramos comprimidos  7,0.8049125
evaplan digital envase  7,akatinol 20 miligramos comprimidos  7,0.8006227
evaplan digital envase  7,misile 500 miligramos comprimidos recubierto  7,0.7815754
evatest classic envase  1,proterenal inyeccion lioffa  1,0.9377276
evatest classic envase  1,micranil inyectable  1,0.9091508
evatest classic envase  1,omate  40 miligramos jeringa prellenada  1,0.83214885
evatest digital envase  1,proterenal inyeccion lioffa  1,0.9301806
evatest digital envase  1,micranil inyectable  1,0.91421425
evatest digital envase  1,omate  40 miligramos jeringa prellenada  1,0.8222911
evatest easy plus envase  1,proterenal inyeccion lioffa  1,0.9287771
evatest easy plus envase  1,micranil inyectable  1,0.9014746
evatest easy plus envase  1,mosar 1% pvopsusporal  60 mililitros,0.82752424
evatest simple test  1,proterenal inyeccion lioffa  1,0.91924965
evatest simple test  1,micranil inyectable  1,0.91199243
evatest simple test  1,mosar 1% pvopsusporal  60 mililitros,0.8186367
evatest classic promo evatest classic promo aniversario,pervino  solucion 10% botella  1 litro phoeni  botella  1 litro,0.7157728
evatest classic promo evatest classic promo aniversario,aguja espinal punta lapiz 25 gramos 5 cintrod  phoeni  caja  50 unidad  umunidad,0.7117703
evatest classic promo evatest classic promo aniversario,aguja espinal punta lapiz 27 gramos 5 cintrod  phoeni  caja  50 unidad  umunidad,0.7103942
evra parche  3,doxtran b 12 inyeccion frasco ampolla  3,0.80904216
evra parche  3,aminofilin 200 miligramos inyectable  3,0.7852051
evra parche  3,dexa aminofilin 200 miligramos inyectable  3,0.7758537
falgos comprimidos  12,loreme  antigripal comprimidos  12,0.9322677
falgos comprimidos  12,agiofibras sobres  12,0.9272607
falgos comprimidos  12,agiola  sobres  12,0.91402924
falgos expendedor xpendedor  25 bl,pulsar gotas  25 mililitros,0.87940615
falgos expendedor xpendedor  25 bl,respisol spray nasal  25 mililitros,0.87783283
falgos expendedor xpendedor  25 bl,causalon gotas  25 mililitros,0.87729627
feen a mint chicles  18,aguja epidural tuohy 18 gramos  phoeni  unidad de medida unidad,0.85150033
feen a mint chicles  18,modernel gotas  10 mililitros,0.7029708
feen a mint chicles  18,neumote  nebu envase  20 mililitros,0.7014316
feen a mint chi men  6 d 20 chicle menta expend de 20 est  6,olane 20 miligramos comprimidos recubierto  30,0.7641919
feen a mint chi men  6 d 20 chicle menta expend de 20 est  6,olane 20 miligramos comprimidos recubierto  10,0.7637941
feen a mint chi men  6 d 20 chicle menta expend de 20 est  6,causalon para nios 80 miligramos frambcompmast  20,0.76124215
femexin comprimidos  21,flebitol comprimidos  30,0.77551496
femexin comprimidos  21,cvpforte comprimidos  20,0.7739323
femexin comprimidos  21,cvpforte comprimidos  10,0.773097
femexin 28 comprimidos  28,rudoxil 25 miligramos comprimidos  28,0.8524784
femexin 28 comprimidos  28,rudoxil 625 miligramos comprimidos  28,0.8517099
femexin 28 comprimidos  28,rudoxil 125 miligramos comprimidos  28,0.84987396
femorel comprimidos  1,proterenal inyeccion lioffa  1,0.94737786
femorel comprimidos  1,micranil inyectable  1,0.90174854
femorel comprimidos  1,clavulo  1 gramos comprimidos  12,0.8574775
femorel comprimidos  3,doxtran b 12 inyeccion frasco ampolla  3,0.83426636
femorel comprimidos  3,aminofilin 200 miligramos inyectable  3,0.8062442
femorel comprimidos  3,dexa aminofilin 200 miligramos inyectable  3,0.80176175
femorel iv inyectable  1,micranil inyectable  1,0.9485327
femorel iv inyectable  1,proterenal inyeccion lioffa  1,0.91844636
femorel iv inyectable  1,mosar 1% pvopsusporal  60 mililitros,0.81597
femorel ma  comprimidos  1  30 compr,acotral 10 miligramos comprimidos  30,0.8590572
femorel ma  comprimidos  1  30 compr,palite  100 miligramos comprimidos  30,0.857271
femorel ma  comprimidos  1  30 compr,mosar enzimatico comprimidos  30,0.85643524
fenisona spray nasal  120 d,neumoterol pediatrico capsulas  120 aplic,0.91340667
fenisona spray nasal  120 d,neumoterol pediatrico capsulas  120 saplicador,0.9126466
fenisona spray nasal  120 d,mucome  jarabe  120 mililitros,0.8987945
fenisona spray nasal  60 d,neumoterol pediatrico capsulas  60 aplic,0.9137007
fenisona spray nasal  60 d,mosar plus comprimidos  60,0.9133985
fenisona spray nasal  60 d,neumoterol pediatrico capsulas  60 saplicador,0.912426
fensartan 100 miligramos comprimidos  30,palite  100 miligramos comprimidos  30,0.9620277
fensartan 100 miligramos comprimidos  30,normital 100 miligramos comprimidos  30,0.95944476
fensartan 100 miligramos comprimidos  30,dafe  100 miligramos compdispers  30,0.9480412
fensartan 50 miligramos comprimidos  30,dafe  50 miligramos compdispers  30,0.9416571
fensartan 50 miligramos comprimidos  30,nateglin 30 miligramos comprimidos  24,0.88040936
fensartan 50 miligramos comprimidos  30,nateglin 30 miligramos comprimidos  48,0.88035566
fensartan 50 miligramos comprimidos  60,dexa aminofilin 300 miligramos comprimidos  50,0.87415177
fensartan 50 miligramos comprimidos  60,nefazan 75 miligramos comprimidos  60,0.8693573
fensartan 50 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.8686087
